27/02/2022;	   2;	 Bolachas e biscoitos;      5;  61,05
10/03/2024;	  18;	 Sal;     11;  13,61
14/03/2024;	  56;	 Salame;      5;  72,17
21/11/2022;	  27;	 Salsicha;      9;  49,55
06/12/2021;	  63;	 Vinho;     11;   9,59
27/12/2023;	  85;	 Agua sanitaria;      9;  83,02
19/07/2022;	  56;	 Salame;      8;  23,99
19/02/2024;	  58;	 Agua;      8;  86,13
14/06/2022;	  22;	 Hamburguer;      6;  90,58
10/02/2023;	  58;	 Agua;     11;  45,39
01/05/2022;	  53;	 Presunto;      5;  33,29
11/08/2021;	  91;	 Sabao em pedra;     10;  80,19
10/05/2022;	  81;	 Espuma de barbear;      6;  60,60
18/04/2024;	  26;	 Pizza congelada;      2;  93,87
12/08/2022;	  80;	 Hidratante para maos;      4;  95,60
14/11/2022;	  19;	 Pimenta;      1;  49,24
22/08/2020;	  77;	 Absorvente;      9;  86,56
01/06/2022;	  94;	 Pa de lixo;      9;  22,41
05/08/2024;	  57;	 Achocolatado;      2;  97,19
15/07/2022;	  91;	 Sabao em pedra;      3;  11,93
07/01/2023;	  79;	 Hidratante corporal;      5;  77,02
06/09/2021;	   8;	 Milho em lata;      7;  18,99
08/04/2021;	  10;	 Extrato de tomate;      6;  97,88
12/10/2024;	  51;	 Mortadela;     10;  65,90
09/06/2020;	  38;	 Pimentao;      2;  84,89
04/08/2021;	  94;	 Pa de lixo;      5;  25,60
05/03/2024;	  81;	 Espuma de barbear;      2;  11,09
24/07/2023;	  16;	 Feijao carioca;      3;  50,59
25/05/2022;	   2;	 Bolachas e biscoitos;      5;  11,94
29/01/2024;	  58;	 Agua;      2;  79,43
09/11/2023;	  22;	 Hamburguer;      3;  99,69
10/02/2022;	  82;	 Algodao;      4;  16,06
18/06/2022;	  82;	 Algodao;      6;  73,41
07/01/2024;	  27;	 Salsicha;      2;  42,01
21/12/2024;	  29;	 Abacate;      7;  54,14
02/10/2023;	  53;	 Presunto;      6;  46,18
30/07/2020;	  42;	 Alface;      4;   1,35
07/02/2021;	  58;	 Agua;     11;  16,29
11/07/2024;	  77;	 Absorvente;     10;  25,64
20/09/2024;	  26;	 Pizza congelada;      5;  86,53
12/07/2023;	  15;	 Maionese;     10;   1,93
20/02/2021;	   2;	 Bolachas e biscoitos;      3;  36,02
26/02/2022;	  81;	 Espuma de barbear;     10;  36,74
09/08/2021;	  92;	 Alvejante;      4;  55,50
23/02/2021;	  99;	 Pedra sanitaria;      6;  96,17
15/11/2020;	  96;	 Pano de chao;      7;  20,23
07/09/2020;	  80;	 Hidratante para maos;      4;  73,67
13/02/2020;	  34;	 Maca;      4;  26,40
31/03/2021;	   4;	 Cha;      6;  92,29
19/04/2021;	  83;	 Cotonete;      3;  83,10
15/05/2024;	  72;	 Sabonete;      4;  42,89
09/07/2020;	  55;	 Requeijao;      5;  59,18
14/08/2020;	  52;	 Peito de peru;      4;  71,19
01/04/2020;	  85;	 Agua sanitaria;      1;  60,05
30/10/2023;	  82;	 Algodao;      3;  64,21
24/08/2020;	  35;	 Batata;     10;   0,75
09/12/2024;	  74;	 Lamina de barbear;      7;  93,26
22/07/2021;	  16;	 Feijao carioca;      6;  45,61
21/02/2024;	  80;	 Hidratante para maos;      8;  54,59
01/09/2021;	  19;	 Pimenta;      8;  16,97
23/03/2022;	   5;	 Atum em lata;      9;  50,29
29/06/2022;	  16;	 Feijao carioca;      9;  62,10
10/02/2023;	   9;	 Ervilha em lata;      5;  43,54
03/04/2024;	  86;	 Desinfetante;      8;   4,22
05/12/2022;	  27;	 Salsicha;      1;  53,57
03/07/2022;	  24;	 Linguica;      2;  29,73
30/10/2022;	  64;	 Vitaminas;      6;  93,30
29/10/2024;	  28;	 Banana;     11;  74,70
07/09/2020;	  11;	 Farinhas de trigo;      3;  88,20
02/01/2022;	   1;	 Azeite;      7;  60,48
29/06/2022;	  36;	 Cenoura;      1;  59,81
06/01/2022;	  57;	 Achocolatado;      6;  50,86
22/04/2023;	  36;	 Cenoura;      4;  83,55
11/07/2021;	  30;	 Melancia;      5;  64,01
18/01/2023;	  97;	 Pano de prato;     10;  37,14
25/10/2021;	  19;	 Pimenta;      2;  37,31
18/07/2023;	  79;	 Hidratante corporal;      9;   1,48
23/08/2021;	  55;	 Requeijao;      2;  27,50
27/09/2024;	  89;	 Sabao em po;     10;  96,84
19/06/2021;	  58;	 Agua;      4;  61,49
02/01/2024;	  74;	 Lamina de barbear;     11;  49,82
23/02/2024;	  78;	 Touca de banho;      3;  20,07
26/02/2024;	  10;	 Extrato de tomate;      2;  26,12
13/03/2021;	  80;	 Hidratante para maos;      5;  93,73
16/07/2023;	   1;	 Azeite;      8;   5,64
24/01/2021;	  55;	 Requeijao;      7;  36,07
04/04/2023;	  67;	 Shampoo;      2;  11,34
08/01/2021;	  48;	 Leite fermentado;      2;  94,51
23/12/2021;	  53;	 Presunto;      4;  63,96
28/05/2023;	  75;	 Escova de dentes;      1;  63,57
26/06/2021;	  78;	 Touca de banho;      7;  16,14
30/01/2024;	  35;	 Batata;      5;  94,15
04/04/2024;	  19;	 Pimenta;      8;  99,76
29/10/2020;	  76;	 Papel higienico;      5;   3,17
15/02/2021;	  35;	 Batata;      9;  25,92
14/07/2023;	  44;	 Couve-flor;      3;  12,28
03/07/2023;	  19;	 Pimenta;     10;  92,96
14/12/2024;	   9;	 Ervilha em lata;      2;  89,85
28/03/2023;	  38;	 Pimentao;      2;  30,23
12/10/2021;	   8;	 Milho em lata;      3;  49,66
03/12/2020;	  60;	 Energeticos;      9;  92,04
18/07/2020;	  51;	 Mortadela;      5;  42,00
03/02/2024;	  88;	 Esponja de aco;      6;  84,90
17/12/2023;	  34;	 Maca;      4;  38,08
01/03/2021;	  65;	 Vodka;     10;  46,44
27/11/2022;	  70;	 Desodorante;      5;  25,27
25/06/2022;	  74;	 Lamina de barbear;      2;  51,36
16/06/2021;	  51;	 Mortadela;      8;  22,87
08/07/2021;	  44;	 Couve-flor;      1;  22,27
03/04/2020;	  10;	 Extrato de tomate;      4;  67,82
16/04/2020;	   1;	 Azeite;      5;  34,00
04/04/2021;	  81;	 Espuma de barbear;      7;  84,32
10/04/2022;	  92;	 Alvejante;      9;  31,74
28/04/2021;	  56;	 Salame;     11;  89,62
08/06/2020;	  30;	 Melancia;      9;   7,80
13/07/2024;	  47;	 Iogurte;      6;   0,54
06/01/2021;	   2;	 Bolachas e biscoitos;      5;  24,40
02/10/2022;	  11;	 Farinhas de trigo;      8;  15,83
15/03/2022;	   0;	 Arroz branco;     11;   9,78
04/06/2022;	   2;	 Bolachas e biscoitos;      7;  60,72
28/03/2023;	   1;	 Azeite;      6;  73,80
31/07/2024;	  44;	 Couve-flor;      6;  88,08
05/10/2020;	   6;	 Sardinha em lata;      7;  48,76
27/12/2021;	  89;	 Sabao em po;      7;  41,65
30/11/2022;	   6;	 Sardinha em lata;      9;  84,58
18/03/2021;	  65;	 Vodka;      8;  63,88
09/09/2020;	  53;	 Presunto;      4;  10,15
16/06/2022;	  29;	 Abacate;      8;  25,00
25/06/2024;	  44;	 Couve-flor;      9;  28,59
04/07/2020;	  27;	 Salsicha;      4;  79,67
16/06/2020;	  72;	 Sabonete;      5;   7,63
26/08/2023;	  24;	 Linguica;      6;  77,43
14/11/2024;	  53;	 Presunto;     10;  61,65
27/10/2021;	  91;	 Sabao em pedra;      9;   4,45
07/02/2023;	  28;	 Banana;     11;  25,28
24/11/2022;	  65;	 Vodka;      7;   0,55
15/09/2022;	  88;	 Esponja de aco;      6;  75,30
28/10/2023;	  25;	 Pao de queijo;      3;  23,41
03/03/2020;	  66;	 Cachaca;      5;  40,41
17/03/2020;	  66;	 Cachaca;      9;  31,34
12/11/2020;	  38;	 Pimentao;      1;  17,22
08/06/2022;	  95;	 Rodo;      9;  73,39
05/10/2021;	  36;	 Cenoura;      4;  47,52
23/08/2024;	  54;	 Queijo;     10;  18,67
03/02/2021;	  14;	 Macarrao;      6;  75,41
23/12/2022;	  64;	 Vitaminas;      8;  86,81
22/08/2023;	  25;	 Pao de queijo;      2;   1,67
24/10/2024;	  31;	 Abacaxi;      7;  50,31
13/08/2020;	  59;	 Cervejas;      7;  19,22
02/11/2024;	  64;	 Vitaminas;      4;  47,59
21/06/2020;	   8;	 Milho em lata;     11;   2,67
17/12/2023;	  81;	 Espuma de barbear;      7;  22,13
13/06/2020;	   4;	 Cha;      8;  48,55
03/11/2021;	  50;	 Margarina;      4;  55,52
16/03/2020;	  75;	 Escova de dentes;     11;  31,21
26/03/2023;	  38;	 Pimentao;      7;  36,18
25/09/2024;	 100;	 Sacos de lix;      2;  39,59
07/06/2023;	  35;	 Batata;      5;   3,94
23/02/2022;	  91;	 Sabao em pedra;      3;  70,45
29/05/2022;	   4;	 Cha;      3;   7,33
20/09/2024;	  19;	 Pimenta;      5;  42,39
10/07/2021;	  63;	 Vinho;      2;  58,54
19/11/2023;	  37;	 Tomate;      6;  13,19
04/06/2020;	  37;	 Tomate;      6;  32,37
31/03/2024;	  93;	 Vassoura;      9;  63,82
16/03/2024;	  57;	 Achocolatado;      4;  23,00
12/02/2021;	  10;	 Extrato de tomate;      6;  65,33
18/12/2024;	  81;	 Espuma de barbear;     10;  72,54
05/05/2021;	  73;	 Creme de barbear;      9;  36,28
01/02/2024;	  60;	 Energeticos;      4;  71,95
06/11/2021;	  56;	 Salame;      9;  42,91
02/03/2024;	  90;	 Amaciante;      9;  37,57
06/08/2022;	  10;	 Extrato de tomate;      4;  46,95
22/01/2023;	  75;	 Escova de dentes;      9;  94,71
21/08/2022;	  32;	 Mamao;     10;  33,10
25/12/2023;	  73;	 Creme de barbear;      1;  42,14
20/09/2020;	  96;	 Pano de chao;      5;  43,21
19/05/2021;	  48;	 Leite fermentado;      9;  19,11
29/05/2021;	  60;	 Energeticos;      6;  16,78
02/06/2020;	  29;	 Abacate;      2;  53,99
05/03/2024;	  52;	 Peito de peru;      5;  20,02
28/07/2022;	  89;	 Sabao em po;      8;  62,76
07/08/2023;	  50;	 Margarina;      4;  27,61
26/06/2021;	  38;	 Pimentao;      8;  10,71
26/08/2024;	  74;	 Lamina de barbear;      2;  90,03
11/06/2023;	   1;	 Azeite;      8;  80,02
20/08/2023;	  28;	 Banana;      3;  47,64
05/05/2022;	  29;	 Abacate;      2;  14,98
21/01/2024;	   2;	 Bolachas e biscoitos;      2;  97,82
03/11/2022;	  85;	 Agua sanitaria;      9;   4,34
08/04/2023;	  24;	 Linguica;      6;  70,21
16/03/2020;	   2;	 Bolachas e biscoitos;      2;  54,66
14/12/2020;	  65;	 Vodka;      7;  38,23
17/02/2023;	  44;	 Couve-flor;      2;  21,29
15/06/2023;	  81;	 Espuma de barbear;     10;  12,17
20/05/2023;	  56;	 Salame;     10;  16,92
05/08/2020;	  59;	 Cervejas;      6;  17,97
09/01/2021;	   5;	 Atum em lata;      9;   2,02
03/08/2021;	  82;	 Algodao;     10;  86,44
09/12/2023;	  81;	 Espuma de barbear;      7;  96,22
11/10/2023;	  39;	 Beterraba;      4;  83,63
13/04/2023;	  27;	 Salsicha;      7;  18,49
05/03/2024;	  66;	 Cachaca;      6;  40,79
24/06/2022;	  13;	 Leite;      7;  73,55
28/07/2024;	  79;	 Hidratante corporal;      9;  65,24
10/07/2021;	   1;	 Azeite;     10;  92,49
21/02/2021;	  12;	 Feijao preto;      1;  78,53
21/07/2020;	  88;	 Esponja de aco;      3;  61,73
21/07/2024;	  92;	 Alvejante;      6;  86,13
21/09/2023;	  27;	 Salsicha;      4;  65,17
04/05/2020;	  74;	 Lamina de barbear;      7;  85,24
21/03/2024;	  70;	 Desodorante;      5;  28,02
18/02/2021;	  87;	 Detergente;      3;   5,35
07/05/2022;	  11;	 Farinhas de trigo;      6;  11,11
30/09/2023;	  71;	 Creme dental;     10;  59,14
27/05/2022;	  40;	 Pepino;      6;  32,23
25/03/2023;	  80;	 Hidratante para maos;     11;  37,13
08/02/2024;	  14;	 Macarrao;      4;  95,74
27/05/2023;	  45;	 Repolho;      9;  88,18
16/05/2020;	  25;	 Pao de queijo;      2;  47,53
11/06/2021;	  63;	 Vinho;      3;  83,72
15/08/2024;	  97;	 Pano de prato;      3;  50,10
07/07/2024;	  99;	 Pedra sanitaria;      1;  85,64
03/10/2023;	  61;	 Refrigerante;      6;  34,27
04/11/2020;	  54;	 Queijo;      1;  77,01
13/07/2023;	  94;	 Pa de lixo;      6;   5,90
07/01/2022;	  73;	 Creme de barbear;      4;  81,35
25/08/2023;	  34;	 Maca;      7;  24,77
01/03/2024;	   6;	 Sardinha em lata;      8;  71,41
05/06/2024;	  98;	 Luva de borracha;      4;  58,05
24/12/2024;	  45;	 Repolho;      3;  73,24
01/02/2021;	  81;	 Espuma de barbear;      3;  85,35
07/07/2020;	  21;	 Peito de frango;      8;  14,18
14/12/2023;	  26;	 Pizza congelada;      3;  75,13
29/01/2020;	  16;	 Feijao carioca;      5;   9,53
07/12/2023;	  97;	 Pano de prato;      8;  47,65
06/02/2021;	  30;	 Melancia;      9;  25,71
03/04/2021;	  32;	 Mamao;      5;  27,38
02/07/2021;	  42;	 Alface;      5;   8,55
04/12/2023;	  56;	 Salame;      7;  67,48
05/10/2022;	  58;	 Agua;     10;   3,73
17/11/2022;	  48;	 Leite fermentado;      7;  26,38
17/08/2020;	  27;	 Salsicha;      4;  47,21
11/08/2022;	  53;	 Presunto;      3;  40,51
13/03/2021;	  78;	 Touca de banho;      6;  68,32
15/04/2022;	  45;	 Repolho;      6;  11,79
23/06/2023;	  96;	 Pano de chao;     11;  18,18
01/08/2024;	  89;	 Sabao em po;     11;  98,51
05/01/2023;	   0;	 Arroz branco;      2;  31,24
09/01/2022;	  85;	 Agua sanitaria;      2;  62,01
30/04/2020;	  40;	 Pepino;      6;  72,54
17/07/2023;	  24;	 Linguica;      1;  23,80
11/09/2024;	  65;	 Vodka;      8;  22,83
16/07/2020;	  68;	 Condicionador;     11;  79,77
15/05/2024;	  73;	 Creme de barbear;      6;   3,50
27/05/2024;	   5;	 Atum em lata;     11;  55,10
24/03/2024;	  21;	 Peito de frango;      3;  21,52
24/08/2024;	  25;	 Pao de queijo;      7;  23,29
14/02/2024;	  70;	 Desodorante;      2;  54,07
24/10/2021;	  79;	 Hidratante corporal;      5;  78,49
07/02/2023;	  66;	 Cachaca;     11;  15,03
08/06/2021;	  65;	 Vodka;      8;  16,79
19/05/2021;	  53;	 Presunto;      3;  54,46
13/05/2023;	  27;	 Salsicha;      3;  25,24
24/07/2023;	  91;	 Sabao em pedra;     10;  44,30
15/08/2021;	  71;	 Creme dental;      2;  53,18
31/10/2023;	  29;	 Abacate;      8;  18,14
07/12/2020;	  43;	 Rucula;      8;  70,75
03/06/2024;	  10;	 Extrato de tomate;      9;   4,95
24/05/2024;	  90;	 Amaciante;      7;   3,72
19/12/2022;	  29;	 Abacate;      1;  14,74
02/05/2022;	  53;	 Presunto;      8;  60,79
10/11/2022;	  14;	 Macarrao;      4;  74,16
08/07/2020;	  49;	 Manteiga;      3;   6,80
04/03/2020;	  35;	 Batata;      8;  65,49
15/02/2024;	  80;	 Hidratante para maos;      7;  51,18
01/03/2021;	  42;	 Alface;      1;  68,36
18/08/2021;	  47;	 Iogurte;     10;  69,93
22/06/2022;	   5;	 Atum em lata;      1;  50,58
18/06/2024;	  43;	 Rucula;      8;  77,05
08/01/2023;	  36;	 Cenoura;      1;  24,33
30/01/2024;	  78;	 Touca de banho;      2;  85,20
30/11/2023;	  64;	 Vitaminas;      2;  38,85
14/01/2021;	  43;	 Rucula;     10;  15,95
23/11/2022;	   6;	 Sardinha em lata;      9;  13,97
11/04/2022;	  39;	 Beterraba;     10;  59,72
13/04/2023;	  67;	 Shampoo;      9;  54,49
24/03/2023;	  18;	 Sal;      7;  66,60
10/02/2022;	  14;	 Macarrao;      7;  27,01
07/02/2020;	  90;	 Amaciante;      5;  93,25
12/12/2024;	  95;	 Rodo;      5;  18,34
21/03/2022;	  23;	 Lasanha;      5;  63,97
01/11/2023;	  15;	 Maionese;      7;  13,37
31/08/2024;	  97;	 Pano de prato;      1;  55,75
16/12/2020;	   2;	 Bolachas e biscoitos;      3;   1,63
01/05/2023;	  73;	 Creme de barbear;      9;  26,29
19/08/2023;	  66;	 Cachaca;      5;   4,37
14/08/2023;	  29;	 Abacate;      8;  47,60
25/01/2024;	  26;	 Pizza congelada;      8;  52,06
18/12/2024;	  17;	 Oleo;      4;  33,02
17/03/2024;	  75;	 Escova de dentes;      3;  47,38
28/11/2022;	  48;	 Leite fermentado;      2;  79,51
30/07/2023;	  74;	 Lamina de barbear;      6;  96,96
30/04/2022;	  85;	 Agua sanitaria;      9;  36,43
12/05/2023;	  60;	 Energeticos;      2;  53,65
30/09/2020;	  43;	 Rucula;      9;  33,73
14/10/2021;	  31;	 Abacaxi;      5;  61,33
07/07/2024;	  78;	 Touca de banho;      3;  28,17
14/02/2023;	  33;	 Manga;      1;  10,21
10/03/2022;	  69;	 Creme de pentear;     11;   6,68
05/06/2021;	  81;	 Espuma de barbear;     11;   0,63
30/07/2021;	  86;	 Desinfetante;      4;  88,29
15/09/2022;	  94;	 Pa de lixo;      4;  51,19
04/02/2020;	  77;	 Absorvente;      6;  48,37
24/11/2024;	  32;	 Mamao;      6;   4,46
18/07/2021;	  35;	 Batata;      3;  45,35
06/01/2023;	  90;	 Amaciante;      8;  89,24
03/02/2021;	  53;	 Presunto;      6;  49,58
02/03/2023;	  31;	 Abacaxi;      6;  49,42
03/05/2021;	   8;	 Milho em lata;      5;  11,35
01/03/2021;	  52;	 Peito de peru;     11;  32,34
09/12/2024;	  78;	 Touca de banho;      3;  50,40
10/12/2021;	  34;	 Maca;     11;  97,44
09/03/2022;	   1;	 Azeite;      8;  11,28
10/02/2023;	  47;	 Iogurte;      8;  33,96
11/07/2020;	  48;	 Leite fermentado;      8;  81,38
25/08/2024;	  49;	 Manteiga;      4;  24,92
21/05/2022;	  94;	 Pa de lixo;      9;  52,75
05/04/2021;	  40;	 Pepino;      5;  31,81
12/04/2024;	  46;	 Apresuntado;      9;  59,40
17/10/2021;	  15;	 Maionese;      1;  79,80
21/09/2021;	  74;	 Lamina de barbear;     11;  71,79
19/08/2023;	  59;	 Cervejas;      3;   6,85
23/09/2021;	  81;	 Espuma de barbear;     10;  73,96
29/09/2024;	 100;	 Sacos de lix;      9;  62,88
03/03/2024;	  78;	 Touca de banho;      6;   5,06
23/11/2024;	  60;	 Energeticos;      3;  21,09
03/07/2024;	  32;	 Mamao;      4;  96,78
21/10/2020;	  42;	 Alface;      1;  77,70
18/07/2021;	  90;	 Amaciante;      5;  15,04
18/02/2020;	  25;	 Pao de queijo;      8;  90,50
25/02/2023;	  68;	 Condicionador;      2;  73,95
21/05/2021;	  35;	 Batata;      2;  58,91
05/08/2023;	  69;	 Creme de pentear;      4;  32,87
14/12/2020;	  80;	 Hidratante para maos;      9;  55,19
26/04/2020;	  49;	 Manteiga;      4;  28,79
02/02/2023;	   4;	 Cha;      2;  51,03
16/01/2020;	  89;	 Sabao em po;      7;  95,65
01/01/2022;	  24;	 Linguica;      9;  26,81
29/03/2021;	  14;	 Macarrao;      4;  64,07
04/02/2023;	  10;	 Extrato de tomate;     10;  42,96
16/08/2021;	  97;	 Pano de prato;      8;  66,25
26/12/2020;	  76;	 Papel higienico;     10;  93,33
09/09/2023;	   7;	 Arroz parbolizado;      8;  20,03
15/01/2021;	   2;	 Bolachas e biscoitos;      4;  11,92
15/06/2021;	  35;	 Batata;      5;  73,27
17/04/2024;	  58;	 Agua;      5;  30,15
09/11/2021;	  58;	 Agua;      5;  94,98
22/12/2020;	  70;	 Desodorante;     10;  41,88
09/09/2021;	  90;	 Amaciante;      8;  49,60
27/12/2021;	  76;	 Papel higienico;      8;  10,44
20/01/2022;	  88;	 Esponja de aco;     10;  95,02
02/08/2022;	  28;	 Banana;      2;  91,82
15/11/2023;	   4;	 Cha;      6;  54,34
20/12/2023;	  80;	 Hidratante para maos;      2;  48,17
23/02/2021;	  93;	 Vassoura;      4;   5,23
03/07/2023;	  12;	 Feijao preto;      7;  52,03
08/02/2020;	  26;	 Pizza congelada;      6;  21,26
28/11/2020;	  84;	 Esponja para banho;      8;  78,70
23/10/2023;	  35;	 Batata;      6;  59,30
24/10/2021;	  36;	 Cenoura;      9;  10,52
22/03/2022;	  18;	 Sal;      4;  73,74
13/11/2021;	  84;	 Esponja para banho;      2;  28,11
04/08/2022;	  78;	 Touca de banho;      2;  56,05
27/12/2020;	  18;	 Sal;      7;  39,37
13/11/2023;	  66;	 Cachaca;      2;   6,76
08/08/2020;	  96;	 Pano de chao;      1;  71,86
08/04/2024;	  20;	 Batata palito;      2;  20,63
30/08/2023;	  91;	 Sabao em pedra;     10;  87,94
03/10/2020;	  82;	 Algodao;      2;  12,84
22/06/2024;	  16;	 Feijao carioca;     11;  12,14
01/04/2020;	  91;	 Sabao em pedra;      3;  57,14
31/12/2022;	  55;	 Requeijao;      5;  26,99
06/01/2024;	  16;	 Feijao carioca;      2;  60,88
11/11/2022;	  69;	 Creme de pentear;      4;  43,97
20/03/2020;	   5;	 Atum em lata;      9;  95,45
16/04/2020;	   3;	 Cafe;      2;  83,66
24/05/2021;	  32;	 Mamao;      3;   2,10
25/03/2022;	   4;	 Cha;      3;  82,91
30/11/2021;	  88;	 Esponja de aco;      9;  12,19
16/07/2024;	  17;	 Oleo;      5;  12,49
24/01/2024;	  97;	 Pano de prato;      2;  36,85
17/01/2023;	  45;	 Repolho;      3;  34,82
28/03/2020;	   9;	 Ervilha em lata;      3;  20,43
14/05/2020;	   5;	 Atum em lata;      3;  35,07
26/03/2022;	   0;	 Arroz branco;     10;  77,80
05/02/2020;	  45;	 Repolho;     11;   5,42
15/05/2020;	  99;	 Pedra sanitaria;     10;  97,96
04/08/2024;	  30;	 Melancia;      4;  62,95
29/01/2023;	  64;	 Vitaminas;      7;   0,52
29/05/2022;	   2;	 Bolachas e biscoitos;      5;  13,19
09/05/2023;	  56;	 Salame;      3;  11,76
13/04/2021;	  67;	 Shampoo;      6;  27,56
28/11/2024;	  85;	 Agua sanitaria;      4;  64,33
28/02/2023;	  29;	 Abacate;      3;  16,48
21/07/2021;	  78;	 Touca de banho;      5;  63,29
05/02/2022;	  54;	 Queijo;      3;  81,02
31/07/2023;	  65;	 Vodka;      2;   1,95
21/03/2024;	  83;	 Cotonete;      1;  75,99
29/12/2024;	  99;	 Pedra sanitaria;      2;  41,40
27/08/2023;	  97;	 Pano de prato;     10;  71,45
05/07/2022;	  53;	 Presunto;      7;  17,11
05/07/2023;	  29;	 Abacate;      2;  12,03
23/10/2023;	   2;	 Bolachas e biscoitos;      6;   2,00
05/10/2024;	 100;	 Sacos de lix;      6;  97,43
14/09/2021;	  31;	 Abacaxi;      7;  60,29
19/06/2020;	  72;	 Sabonete;      7;  60,86
29/04/2022;	  45;	 Repolho;      9;  11,09
22/05/2022;	  61;	 Refrigerante;     11;  68,52
23/11/2021;	  56;	 Salame;      6;  80,10
17/12/2020;	  36;	 Cenoura;      5;   1,47
10/02/2024;	   4;	 Cha;     10;  20,27
21/12/2023;	  85;	 Agua sanitaria;      5;  50,43
10/09/2024;	  26;	 Pizza congelada;      4;  84,27
10/09/2021;	  41;	 Couve;      9;  19,74
01/09/2020;	  32;	 Mamao;      8;  21,65
16/10/2021;	  90;	 Amaciante;      6;  97,25
17/11/2020;	  86;	 Desinfetante;      8;  84,45
23/11/2021;	  10;	 Extrato de tomate;      3;  22,79
09/01/2023;	  95;	 Rodo;     10;  35,73
13/12/2023;	   2;	 Bolachas e biscoitos;      5;  14,14
06/05/2024;	  90;	 Amaciante;     11;  12,14
03/02/2024;	  34;	 Maca;      3;  44,49
30/04/2020;	  62;	 Sucos;      4;  19,35
28/02/2020;	  33;	 Manga;      5;  21,46
16/09/2020;	  54;	 Queijo;      4;  64,33
08/09/2021;	   1;	 Azeite;     11;  56,10
27/07/2021;	  39;	 Beterraba;      6;  71,17
01/06/2023;	  10;	 Extrato de tomate;      4;  36,55
20/06/2022;	   3;	 Cafe;     10;  80,96
10/10/2020;	  14;	 Macarrao;      8;  92,00
24/04/2024;	  75;	 Escova de dentes;      9;   6,46
06/12/2022;	  56;	 Salame;      6;  20,93
17/01/2020;	  80;	 Hidratante para maos;      8;  72,66
17/09/2023;	  38;	 Pimentao;      2;  88,27
21/08/2024;	  44;	 Couve-flor;      6;   1,19
21/09/2022;	  74;	 Lamina de barbear;     10;  95,56
14/05/2024;	   9;	 Ervilha em lata;      6;  88,73
12/01/2023;	  13;	 Leite;      3;  34,99
02/10/2024;	  38;	 Pimentao;      5;  28,25
19/03/2020;	  96;	 Pano de chao;      7;  12,57
17/07/2024;	  44;	 Couve-flor;     11;  17,04
09/09/2022;	  17;	 Oleo;      2;  23,97
19/07/2023;	  52;	 Peito de peru;      8;  40,02
23/12/2024;	  51;	 Mortadela;      8;  68,17
22/07/2024;	  63;	 Vinho;      6;   6,21
16/04/2024;	  75;	 Escova de dentes;      8;  59,48
27/01/2021;	  69;	 Creme de pentear;      5;  19,46
19/12/2022;	  12;	 Feijao preto;      1;   1,50
10/06/2020;	  30;	 Melancia;      2;  23,99
16/10/2020;	  20;	 Batata palito;      9;  22,09
15/12/2020;	  17;	 Oleo;      9;  16,83
18/10/2020;	  97;	 Pano de prato;     10;  28,18
27/04/2024;	  39;	 Beterraba;      7;  16,86
31/10/2020;	  53;	 Presunto;      4;  50,45
08/02/2021;	  14;	 Macarrao;     10;  16,49
11/01/2024;	  42;	 Alface;     10;  31,88
16/05/2022;	  71;	 Creme dental;      7;  50,22
15/09/2021;	  19;	 Pimenta;      2;  64,16
22/09/2022;	  31;	 Abacaxi;      3;  27,71
13/02/2020;	  49;	 Manteiga;      2;  52,15
16/10/2020;	  93;	 Vassoura;      4;  88,75
18/05/2022;	  21;	 Peito de frango;      3;  55,93
24/05/2020;	  16;	 Feijao carioca;      5;  28,85
03/08/2020;	  92;	 Alvejante;     10;  60,44
30/03/2022;	  84;	 Esponja para banho;      3;  43,88
08/11/2021;	  30;	 Melancia;      6;  67,36
24/06/2021;	  13;	 Leite;      8;   6,09
14/08/2023;	  38;	 Pimentao;     10;  45,32
16/10/2022;	  66;	 Cachaca;     10;  14,35
10/12/2024;	  36;	 Cenoura;      7;  26,10
04/03/2024;	  21;	 Peito de frango;      4;  11,72
21/03/2020;	  69;	 Creme de pentear;      5;  87,69
07/02/2024;	  19;	 Pimenta;      7;  30,73
31/10/2022;	 100;	 Sacos de lix;      5;  46,27
13/08/2024;	  18;	 Sal;      6;  64,80
25/04/2022;	  86;	 Desinfetante;      3;  82,48
06/01/2022;	  39;	 Beterraba;      6;  54,67
18/12/2021;	  18;	 Sal;      8;  14,52
23/10/2022;	  89;	 Sabao em po;      5;   6,76
10/08/2022;	  75;	 Escova de dentes;      6;  54,75
08/05/2022;	   4;	 Cha;     10;  90,73
13/11/2022;	  90;	 Amaciante;      3;  75,35
